Action Entropy,Policy Type,Potential,Collision Likelihood,Trial_ID
0.2,Local Feedback,1.6192134559568087e-26,0.8,14
0.2,Global Feedback,0.5431556695713798,0.2364938776471341,15
0.2,Local Feedback,6.671290500578287e-20,0.8,15
0.2,Global Feedback,0.1674307808986169,0.0526515909314794,16
0.2,Local Feedback,0.1130795173518533,0.46337987229134775,16
0.2,Global Feedback,0.2666365942509724,0.0483157687660893,17
0.2,Local Feedback,0.2124829602661262,0.14628071789050265,17
0.2,Global Feedback,0.1791851961530321,0.0886935004052956,18
0.2,Local Feedback,0.1206071178338148,0.2979263867277049,18
0.2,Global Feedback,0.1617318418473698,0.0860357122358331,19
0.2,Local Feedback,0.06885078182209631,0.5594492296115672,19
0.2,Global Feedback,0.191037981814043,0.3320094168855272,20
0.2,Local Feedback,3.3527954242113446e-20,0.8,20
0.2,Global Feedback,0.0737321363201569,0.0946372767081098,21
0.2,Local Feedback,0.048713520093252444,0.41545353011438996,21
0.2,Global Feedback,0.2505363027267667,0.4405412695062962,22
0.2,Local Feedback,6.352377518037788e-42,0.8,22
0.2,Global Feedback,0.1078554699238996,0.3239829088245534,23
0.2,Local Feedback,2.611064478894303e-33,0.8,23
0.2,Global Feedback,0.1640738939692537,0.2163767958199736,24
0.2,Local Feedback,1.0299784112945236e-13,0.8,24
0.3,Global Feedback,0.1024146175015072,0.2304150893917562,0
0.3,Local Feedback,3.439664813706181e-16,0.8,0
0.3,Global Feedback,0.271957504038166,0.1405763341561987,1
0.3,Local Feedback,0.048181311670916036,0.6539765951726434,1
0.3,Global Feedback,0.1837556218155836,0.3721693409246134,2
0.3,Local Feedback,2.1684520529664385e-38,0.8,2
0.3,Global Feedback,0.1174179101796235,0.1071395783984832,3
0.3,Local Feedback,0.10209333593469833,0.08407127760124121,3
0.3,Global Feedback,0.0379912264165522,0.315833484228481,4
0.3,Local Feedback,1.7322290203531206e-40,0.8,4
0.3,Global Feedback,0.1367768113699898,0.1744869712062384,5
0.3,Local Feedback,0.00014943799131377148,0.7999543389856246,5
0.3,Global Feedback,0.2091837629247289,0.1544003478513862,6
0.3,Local Feedback,0.0776019057079327,0.518072871611474,6
0.3,Global Feedback,0.1904437436321188,0.2188606194490463,7
0.3,Local Feedback,0.13130753556044206,0.02505608876556456,7
0.3,Global Feedback,0.4645453679382674,0.1747777005182766,8
0.3,Local Feedback,0.0011111742737109599,0.7996575095892787,8
0.3,Global Feedback,0.4175084982584698,0.1168924669877631,9
0.3,Local Feedback,0.007502020556089323,0.7939374745495411,9
0.3,Global Feedback,0.1601315777067102,0.2014575365097973,10
0.3,Local Feedback,0.01606317629273552,0.7703174529168,10
0.3,Global Feedback,0.5648346595893177,0.0823891743936648,11
0.3,Local Feedback,0.09589922817280223,0.6137263382073539,11
0.3,Global Feedback,0.2842835901776596,0.1130508697206924,12
0.3,Local Feedback,0.026032056258289523,0.7575129149569358,12
0.3,Global Feedback,0.1765351719062924,0.1006124049884142,13
